Guide	Gene	ctrl_1	ctrl_2	ctrl_3	test_1	test_2	test_3
ELAVL3_+_11591409.23-P1_h5_Top5	ELAVL3	1024	1405	865	670	1063	292
ZBTB34_+_129623340.23-P1P2_h5_Top5	ZBTB34	1315	2067	1027	900	853	288
THAP3_+_6684940.23-P1P2_h5_Top5	THAP3	2285	2864	1597	1628	2075	564
GPN1_-_27852137.23-P1P2_h5_Top5	GPN1	161	237	130	124	174	25
ASCL4_+_108168408.23-ENST00000342331.4_h5_Top5	ASCL4	1206	1676	1044	778	1171	263
COPS4_+_83956775.23-P1P2_h5_Top5	COPS4	164	216	110	129	112	43
ZNF223_-_44556161.23-P1P2_h5_Top5	ZNF223	283	192	174	157	193	49
ZNF214_-_7041571.23-P1P2_h5_Top5	ZNF214	4322	5622	3319	3236	3975	1035
MACC1_-_20256997.23-P1P2_h5_Top5	MACC1	428	863	395	344	387	98
ZNF80_-_113956210.23-ENST00000482457.2_h5_Top5	ZNF80	125	63	105	54	45	36
FRMD5_+_44487447.23-P1P2_h5_Top5	FRMD5	3157	4321	2537	2067	3085	683
NKX6-2_-_134599186.23-P1P2_h5_Top5	NKX6-2	1629	2762	1185	1268	1853	379
SRA1_-_139936572.23-P1P2_h5_Top5	SRA1	1611	2119	1395	1119	1732	437
ETV3L_+_157069209.23-P1P2_h5_Top5	ETV3L	2519	3324	1957	1445	2401	583
FOXE1_+_100615569.23-P1P2_h5_Top5	FOXE1	1257	1915	1101	873	1204	306
MTA1_+_105886633.23-P1P2_h5_Top5	MTA1	3134	3751	2453	2227	2769	689
HTR5A_+_154863210.23-P1_h5_Top5	HTR5A	1668	2084	1204	1097	1387	361
KLF7_-_208031139.23-P1P2_h5_Top5	KLF7	1417	2163	1254	1162	1332	307
TAF1B_-_9983682.23-P1P2_h5_Top5	TAF1B	210	368	203	111	302	67
MSL2_+_135914758.23-P1P2_h5_Top5	MSL2	2033	2675	1635	1107	1674	365
GLTSCR2_+_48248788.23-P1P2_h5_Top5	GLTSCR2	146	219	140	172	98	31
USF2_+_35760338.23-P1P2_h5_Top5	USF2	2160	2757	1493	1240	1914	535
non-targeting_01196_h5_Top5	non-targeting	219	434	286	197	385	102
MYRFL_+_70320492.23-ENST00000299350.4,ENST00000548892.1_h5_Top5	MYRFL	743	1286	566	523	756	200
KLF3_-_38665813.23-P1P2_h5_Top5	KLF3	3324	5162	2753	2646	3745	878
ELF3_+_201979826.23-P1P2_h5_Top5	ELF3	85	209	66	38	233	36
SLC2A4RG_-_62371172.23-P1P2_h5_Top5	SLC2A4RG	1634	2295	1426	1113	1685	350
ZNF404_-_44383991.23-P1P2_h5_Top5	ZNF404	2048	2578	1364	1515	1751	386
FAM153A_+_177210387.23-ENST00000510276.1_h5_Top5	FAM153A	2992	3569	2315	1709	2376	588
SOWAHD_-_118892582.23-P1P2_h5_Top5	SOWAHD	479	564	316	220	501	127
SHISA8_+_42310849.23-P1P2_h5_Top5	SHISA8	2638	3488	2222	1846	2621	734
RAD54L2_-_51575650.23-ENST00000409535.2_h5_Top5	RAD54L2	390	543	184	178	267	58
GON4L_-_155829166.23-P2_h5_Top5	GON4L	1192	1589	964	736	1112	411
POU6F1_+_51611436.23-P1P2_h5_Top5	POU6F1	2896	4339	2661	1842	2806	733
GSC2_+_19137359.23-P1P2_h5_Top5	GSC2	1699	2814	1930	1381	1850	485
DEPDC1_-_68962711.23-P1P2_h5_Top5	DEPDC1	3524	5319	2642	2366	3504	724
SLC38A4_+_47197440.23-P1_h5_Top5	SLC38A4	949	1470	776	650	1066	199
ZNF479_+_57199889.23-P1P2_h5_Top5	ZNF479	1574	2733	1067	1151	1649	396
NTN1_-_8925268.23-P1P2_h5_Top5	NTN1	2271	2971	1804	1666	2056	534
non-targeting_01271_h5_Top5	non-targeting	1214	1767	1063	877	1328	369
ZNF793_-_37998120.23-P1P2_h5_Top5	ZNF793	907	962	450	607	681	151
ZNF277_-_111846826.23-P1P2_h5_Top5	ZNF277	681	1148	429	462	619	147
ZNF28_-_53324608.23-P1P2_h5_Top5	ZNF28	1803	2527	1215	1061	1730	354
NFIC_+_3366659.23-P1_h5_Top5	NFIC	1475	2000	960	1069	1427	246
GTF2I_+_74072075.23-P1P2_h5_Top5	GTF2I	717	1117	734	420	799	189
EEPD1_-_36193316.23-P1P2_h5_Top5	EEPD1	697	1429	519	662	705	160
ZNF462_-_109625779.23-P1P2_h5_Supp5	ZNF462	0	1	0	0	0	0
ZRANB2_-_71546948.23-P1P2_h5_Top5	ZRANB2	1775	2174	1293	1158	1832	430
IFIH1_+_163175160.23-P1P2_h5_Top5	IFIH1	880	1223	635	482	945	164
JDP2_+_75894761.23-P1P2_h5_Top5	JDP2	3132	3886	2863	2075	2851	843
ZNF142_-_219524128.23-P1P2_h5_Top5	ZNF142	1597	2031	1127	2129	2310	652
VRTN_+_74815621.23-P1P2_h5_Top5	VRTN	261	188	216	150	115	52
ZNF749_-_57947172.23-P1P2_h5_Top5	ZNF749	1685	2683	1434	1044	1733	360
TCEAL1_-_102884327.23-P1P2_h5_Top5	TCEAL1	25	196	85	67	193	22
RELL2_-_141016579.23-P1P2_h5_Top5	RELL2	1737	2587	1056	1208	1630	355
JDP2_+_75895093.23-P1P2_h5_Top5	JDP2	966	1002	495	511	757	171
RPF1_+_84945350.23-P1P2_h5_Top5	RPF1	9	55	4	11	13	0
NOVA2_-_46476563.23-P1P2_h5_Top5	NOVA2	1821	2489	1407	1125	1988	434
MTHFSD_+_86588607.23-P1P2_h5_Top5	MTHFSD	864	986	663	655	704	158
MYF5_+_81110747.23-P1P2_h5_Top5	MYF5	1451	2463	1442	1026	1667	377
ZNF594_+_5095118.23-P1P2_h5_Top5	ZNF594	911	1773	842	1435	1833	517
non-targeting_01105_h5_Top5	non-targeting	1037	1244	687	498	1033	241
PHF5A_+_41864653.23-P1P2_h5_Top5	PHF5A	23	20	47	15	29	0
WWTR1_-_149375766.23-P1P2_h5_Top5	WWTR1	1539	2031	1450	996	1363	313
ZHX3_-_39946293.23-P1P2_h5_Top5	ZHX3	2436	2979	1821	1686	2380	562
IRX5_-_54965013.23-P1P2_h5_Top5	IRX5	1154	1984	1070	869	1205	269
RBM28_-_127983890.23-P1P2_h5_Top5	RBM28	170	366	123	59	156	27
IL10RA_+_117857158.23-P1P2_h5_Top5	IL10RA	1760	3135	1654	1044	2139	484
JARID2_+_15246291.23-P1P2_h5_Top5	JARID2	611	964	528	315	556	157
SNAPC2_-_7985669.23-P1P2_h5_Top5	SNAPC2	435	475	314	421	221	82
DZIP1L_+_137834087.23-P1P2_h5_Top5	DZIP1L	1374	1853	968	925	1114	343
ZNF219_-_21566749.23-P1P2_h5_Top5	ZNF219	1382	2047	1203	1008	1431	393
MIF4GD_+_73266822.23-P1P2_h5_Top5	MIF4GD	4580	7453	3698	3264	4329	1025
HOPX_+_57522132.23-P2_h5_Top5	HOPX	3052	5274	2164	2390	3177	741
ZHX1_+_124286408.23-P1P2_h5_Top5	ZHX1	3203	4539	2553	2003	2862	843
LHX9_+_197886855.23-P1P2_h5_Top5	LHX9	1056	1360	1176	955	922	266
MED6_-_71066915.23-P1P2_h5_Top5	MED6	798	1476	798	554	885	266
RECQL_-_21654420.23-P1P2_h5_Top5	RECQL	66	131	20	66	77	8
GATA2_-_128211957.23-P1_h5_Top5	GATA2	1043	1852	918	750	1107	275
ZNF343_-_2489332.23-P1P2_h5_Top5	ZNF343	3983	5128	2688	2269	3835	791
ZNF783_+_148959302.23-P1P2_h5_Top5	ZNF783	2231	3143	1937	1273	2049	534
KCNH3_+_49932882.23-P1P2_h5_Top5	KCNH3	916	1229	581	609	695	122
SP100_-_231281331.23-P1P2_h5_Top5	SP100	1237	1861	832	880	1561	257
ZNF474_-_121465285.23-P1P2_h5_Top5	ZNF474	1220	1606	806	724	1001	274
SAP30L_-_153825950.23-P1P2_h5_Supp5	SAP30L	0	0	1	0	0	0
PTCHD2_-_11539616.23-P1P2_h5_Top5	PTCHD2	2570	2905	1796	1643	2282	457
ZNF467_-_149470275.23-P1P2_h5_Top5	ZNF467	2491	3276	1779	1679	1926	492
MED17_-_93517509.23-P1P2_h5_Top5	MED17	353	398	337	197	326	118
ZNF23_+_71522899.23-P2_h5_Top5	ZNF23	1629	2048	1395	968	1546	377
ZNF540_+_38085847.23-P1_h5_Top5	ZNF540	759	805	620	543	699	114
non-targeting_01212_h5_Top5	non-targeting	1245	1998	1314	803	1393	442
GMEB1_-_28995715.23-P1P2_h5_Top5	GMEB1	2689	4296	2248	1601	2303	594
ZNF20_+_12251128.23-P2_h5_Top5	ZNF20	758	918	545	378	712	153
CGGBP1_+_88198599.23-P2_h5_Top5	CGGBP1	1615	2627	1436	1147	1945	573
ZNF232_-_5026364.23-P2_h5_Top5	ZNF232	1892	2119	1286	1193	1443	336
ZNF519_-_14132420.23-P1P2_h5_Top5	ZNF519	2475	3339	2002	1867	2798	675
PRIMPOL_-_185571322.23-P1P2_h5_Top5	PRIMPOL	1941	2913	1427	1252	1773	484
SATB1_+_18485953.23-P2_h5_Top5	SATB1	503	701	525	1109	1118	293
PTPN20A_+_46619764.23-ENST00000374339.3_h5_Top5	PTPN20A	759	1003	594	649	817	194
TIGD7_-_3355365.23-P1P2_h5_Top5	TIGD7	2376	3236	1615	1569	2167	536
RAD54L2_-_51575666.23-ENST00000409535.2_h5_Top5	RAD54L2	1748	2420	1276	1250	1824	453
SSBP4_-_18530238.23-P1P2_h5_Top5	SSBP4	1925	2809	1295	1170	1779	442
PWP1_+_108079592.23-P1P2_h5_Top5	PWP1	201	245	100	121	138	43
ZNF267_+_31896280.23-P2_h5_Top5	ZNF267	1029	1283	628	645	745	199
ZMAT1_-_101186589.23-P1P2_h5_Top5	ZMAT1	2929	3743	1995	1984	2926	621
ARL6IP4_+_123465237.23-P1P2_h5_Top5	ARL6IP4	950	1359	799	497	1100	204
ZNF343_+_2489086.23-P1P2_h5_Top5	ZNF343	2874	4499	2147	2265	2994	739
DVL3_-_183873291.23-P1P2_h5_Top5	DVL3	811	929	583	450	751	179
ZNF571_-_38085239.23-P1P2_h5_Top5	ZNF571	1251	2020	819	590	1173	256
ZNF827_-_146859534.23-P1P2_h5_Top5	ZNF827	1741	2632	1532	1139	1743	533
POU3F4_+_82763378.23-P1P2_h5_Top5	POU3F4	2643	4367	2318	2002	3397	634
SP6_+_45928013.23-P1P2_h5_Top5	SP6	1702	2644	1008	947	1420	319
PDCL2_-_56458413.23-P1P2_h5_Top5	PDCL2	423	743	439	496	713	123
HNRNPM_+_8536305.23-P2_h5_Top5	HNRNPM	1910	2819	1594	1415	1696	402
HOXD8_-_176994517.23-P1P2_h5_Top5	HOXD8	1032	1484	894	638	850	251
RRP36_-_42989417.23-P1P2_h5_Top5	RRP36	1593	2242	1042	890	1612	314
PUF60_+_144911480.23-P1P2_h5_Top5	PUF60	139	163	144	73	178	41
H1FOO_-_129267249.23-P1P2_h5_Top5	H1FOO	2333	2596	1699	1281	2016	508
non-targeting_01096_h5_Top5	non-targeting	1029	1570	972	742	1144	235
STOX1_+_70587295.23-P1P2_h5_Top5	STOX1	1960	2626	1604	1609	2137	599
SLC4A1AP_-_27886833.23-P1P2_h5_Top5	SLC4A1AP	2379	3249	1777	1529	2637	539
PAPD4_-_78908650.23-P1P2_h5_Top5	PAPD4	1533	2317	1483	1047	1736	391
HNRNPUL1_-_41770613.23-P1P2_h5_Top5	HNRNPUL1	1454	1851	1345	1869	1809	441
ANKRD33_+_52282330.23-P1P2_h5_Top5	ANKRD33	123	226	36	70	177	32
NKX2-6_-_23563754.23-P1P2_h5_Top5	NKX2-6	67	74	12	38	55	1
LSM5_-_32529978.23-P1_h5_Top5	LSM5	77	106	28	66	65	39
IRX4_-_1887053.23-P1P2_h5_Top5	IRX4	1328	2140	1342	872	1432	346
CPEB3_-_94050793.23-P1P2_h5_Top5	CPEB3	1265	1542	934	1015	1162	309
ZNF648_+_182030374.23-P1P2_h5_Top5	ZNF648	3037	4888	3030	2094	3080	790
RNMT_-_13727103.23-P1P2_h5_Top5	RNMT	1598	3443	1557	1075	1570	351
VENTX_+_135051847.23-P1P2_h5_Top5	VENTX	536	1067	519	458	919	115
MED10_+_6378411.23-P1P2_h5_Top5	MED10	197	405	230	141	234	51
ZBTB44_+_130184754.23-P1P2_h5_Top5	ZBTB44	2714	3681	2236	1833	2459	597
SALL1_+_51184743.23-P1P2_h5_Top5	SALL1	2538	3668	2314	1552	2019	483
BRD7_-_50402854.23-P1P2_h5_Top5	BRD7	794	1171	743	471	626	191
PNMA1_+_74181056.23-P1P2_h5_Top5	PNMA1	1216	1927	978	839	1152	243
ZNF558_-_8942530.23-P1P2_h5_Top5	ZNF558	868	1831	958	850	1328	236
TGIF2LX_-_89177087.23-P1P2_h5_Top5	TGIF2LX	973	1444	656	551	855	213
HES5_-_2461655.23-P1P2_h5_Top5	HES5	1414	1849	1185	945	1234	336
IRX4_-_1886637.23-P1P2_h5_Top5	IRX4	1955	2834	1449	1652	1948	456
TRMT13_+_100598734.23-P1P2_h5_Top5	TRMT13	2490	3435	1687	1672	2433	565
DLX4_-_48045961.23-P1P2_h5_Top5	DLX4	3209	4726	2771	2172	2675	733
CITED1_+_71527000.23-P2_h5_Top5	CITED1	1796	2720	1388	1477	2089	357
PDX1_-_28494172.23-P1P2_h5_Top5	PDX1	1558	2686	1168	973	1427	310
TCEAL5_-_102531686.23-P1P2_h5_Top5	TCEAL5	972	1079	686	508	671	185
TBPL1_-_134274409.23-P1P2_h5_Top5	TBPL1	3440	4781	2751	2356	3544	813
DHX58_-_40264676.23-P1P2_h5_Top5	DHX58	2359	4031	2401	779	1441	367
ZNF383_-_37709079.23-P1P2_h5_Top5	ZNF383	3312	4572	2625	1887	2891	681
TEX15_+_30706368.23-ENST00000256246.2_h5_Top5	TEX15	3090	4464	2218	2021	2814	701
PTOV1_-_50354444.23-P1P2_h5_Top5	PTOV1	2327	2597	1580	1501	2179	522
RBFOX2_-_36424855.23-P1_h5_Top5	RBFOX2	2809	3582	2064	1719	2340	627
PRDM7_+_90142211.23-ENST00000449207.2_h5_Top5	PRDM7	3615	4533	2545	2200	2931	720
CSTF2_+_100075786.23-P1P2_h5_Top5	CSTF2	934	1485	799	890	987	244
PHAX_+_125939292.23-P2_h5_Top5	PHAX	2579	2543	1425	1982	1771	515
DACH1_-_72440935.23-P1P2_h5_Top5	DACH1	2138	3398	1686	1398	2260	507
APOBEC2_+_41021194.23-P1P2_h5_Top5	APOBEC2	346	548	173	253	226	50
ZNF713_+_55955159.23-P1P2_h5_Top5	ZNF713	1432	2137	1204	875	1272	312
ZNF83_+_53140237.23-ENST00000597597.1_h5_Top5	ZNF83	2363	3455	1880	1492	2257	539
METTL24_-_110679027.23-P1P2_h5_Top5	METTL24	1979	2112	1355	1459	1412	420
ZNF208_-_22193480.23-P1P2_h5_Top5	ZNF208	677	1317	540	468	738	149
ZFP90_-_68564041.23-P2_h5_Top5	ZFP90	1146	1166	889	751	926	309
ELF3_-_201980204.23-P1P2_h5_Top5	ELF3	1350	1498	864	755	1203	300
AHDC1_+_27930664.23-P1P2_h5_Top5	AHDC1	608	842	469	308	503	92
TEAD4_+_3068630.23-P1P2_h5_Top5	TEAD4	238	310	279	272	228	68
YTHDC2_+_112849850.23-P1P2_h5_Top5	YTHDC2	1683	3176	1402	1284	2135	371
HIST1H2BO_-_27861648.23-P1P2_h5_Top5	HIST1H2BO	1400	1706	1168	907	1182	343
GBX2_-_237077008.23-P1P2_h5_Top5	GBX2	354	798	498	236	796	126
NAF1_-_164088028.23-P1P2_h5_Top5	NAF1	297	352	272	256	332	68
DHX40_+_57643450.23-P1P2_h5_Top5	DHX40	2438	3346	2145	1606	2423	663
IGF2BP3_-_23509597.23-P1P2_h5_Top5	IGF2BP3	928	1524	943	696	1162	332
WDR83_-_12777707.23-P2_h5_Top5	WDR83	1101	1754	754	627	1183	231
EAF1_+_15469112.23-P1P2_h5_Top5	EAF1	598	1131	634	546	722	157
BUD31_-_99006788.23-P1P2_h5_Top5	BUD31	454	810	319	324	457	118
ZNF397_-_32821100.23-P1P2_h5_Top5	ZNF397	236	332	310	140	273	95
ZNF329_-_58662133.23-P1_h5_Top5	ZNF329	2318	3676	1786	1540	2161	500
ZNF714_+_21265458.23-P1P2_h5_Top5	ZNF714	526	741	333	548	654	147
RAVER1_+_10443758.23-P1_h5_Top5	RAVER1	1126	1370	803	732	780	207
C9orf43_-_116173046.23-P1P2_h5_Top5	C9orf43	2081	2441	1320	1047	1490	414
HIST1H4F_-_26240833.23-ENST00000377745.2_h5_Top5	HIST1H4F	553	748	426	412	484	131
CPSF7_+_61197424.23-P1P2_h5_Top5	CPSF7	1583	1751	1128	1082	1057	343
DHX40_+_57643014.23-P1P2_h5_Top5	DHX40	1793	2748	1251	1114	1852	419
ZNF586_-_58281090.23-P1P2_h5_Top5	ZNF586	1732	2250	1192	1300	1678	399
ZNF665_+_53696578.23-P1P2_h5_Top5	ZNF665	1936	2047	1424	1116	1499	369
ZUFSP_+_116989749.23-P1P2_h5_Top5	ZUFSP	2425	3109	1762	1596	2158	565
ARID3B_+_74833663.23-P1P2_h5_Top5	ARID3B	2647	3852	1721	1926	2543	687
FOXJ3_-_42800811.23-P1P2_h5_Top5	FOXJ3	2290	2786	1826	1499	2128	536
KLF3_+_38665785.23-P1P2_h5_Top5	KLF3	1203	1453	793	610	1191	248
DLX6_-_96635595.23-P1P2_h5_Top5	DLX6	3856	4603	2413	2657	3641	703
KIF4B_-_154393379.23-P1P2_h5_Top5	KIF4B	1553	2484	1350	1038	1766	390
FOXP2_-_114055212.23-ENST00000350908.4_h5_Top5	FOXP2	261	287	283	289	404	97
ZNF496_-_247494798.23-P1P2_h5_Top5	ZNF496	1045	1442	765	871	1483	284
TCF20_+_42610375.23-P1P2_h5_Top5	TCF20	706	1099	542	420	701	139
SOWAHB_+_77818844.23-P1P2_h5_Top5	SOWAHB	3130	3846	2311	1956	2790	649
HENMT1_+_109203704.23-P1P2_h5_Top5	HENMT1	2636	4059	2331	1759	2344	697
LEUTX_+_40267251.23-ENST00000396841.4_h5_Top5	LEUTX	2190	2893	1766	1606	2295	560
ZNF23_-_71495722.23-P1_h5_Top5	ZNF23	1366	2313	1131	831	1688	380
CREBRF_-_172484432.23-P2_h5_Top5	CREBRF	1002	1217	845	769	898	242
MTPN_+_135662096.23-P1P2_h5_Top5	MTPN	463	654	591	320	521	110
NPAS2_-_101436652.23-P1P2_h5_Top5	NPAS2	2687	3055	1845	1482	2002	468
ZNF595_-_59589.23-P2_h5_Top5	ZNF595	439	688	277	276	436	68
VCAN_-_82767966.23-P1P2_h5_Top5	VCAN	1471	1894	983	896	1370	312
SETBP1_-_42260529.23-P1P2_h5_Top5	SETBP1	378	385	203	200	306	90
ZNF154_+_58220533.23-P1P2_h5_Top5	ZNF154	623	914	363	424	675	119
ZBTB7B_+_154975368.23-P1P2_h5_Top5	ZBTB7B	2776	5050	2374	2169	3606	724
ANKZF1_+_220094518.23-P1P2_h5_Top5	ANKZF1	510	584	332	375	510	130
RBM19_+_114404084.23-P1P2_h5_Top5	RBM19	62	89	49	88	82	25
TANK_-_161993535.23-P2_h5_Top5	TANK	1310	2006	779	947	1238	304
ESF1_+_13765517.23-P1_h5_Top5	ESF1	56	249	73	52	172	70
VAX1_-_118897342.23-P1P2_h5_Top5	VAX1	1382	2322	1130	1062	1453	358
KRI1_+_10676632.23-P1P2_h5_Top5	KRI1	23	53	15	14	40	15
ZNF155_-_44488386.23-P1P2_h5_Top5	ZNF155	458	519	331	332	438	115
ARHGEF10L_+_17866624.23-P1P2_h5_Top5	ARHGEF10L	319	487	298	362	538	117
NFIA_-_61548230.23-P1P2_h5_Top5	NFIA	580	721	357	326	563	120
NKX3-1_-_23540406.23-P1P2_h5_Top5	NKX3-1	3106	4073	2195	1866	2782	741
CELF6_-_72612482.23-P1P2_h5_Top5	CELF6	3238	4305	2376	2189	2908	727
ZFP36L2_+_43454122.23-P1P2_h5_Top5	ZFP36L2	1821	2495	1593	1425	1783	415
ZHX2_+_123794040.23-P1P2_h5_Top5	ZHX2	1658	2429	1315	1314	1563	340
NR6A1_-_127533529.23-P1P2_h5_Top5	NR6A1	3519	4710	2796	2609	3180	991
ASH2L_-_37963465.23-P1P2_h5_Top5	ASH2L	124	128	79	110	50	33
ZNF510_+_99539941.23-P1P2_h5_Top5	ZNF510	1675	2325	1552	1040	1316	479
ARNTL2_-_27485854.23-P1P2_h5_Top5	ARNTL2	3502	5105	2564	2228	3248	766
CGGBP1_-_88198564.23-P2_h5_Top5	CGGBP1	584	737	508	553	696	138
ZNF385B_+_180726231.23-P1P2_h5_Top5	ZNF385B	2395	3298	1734	1495	2207	511
TADA2B_+_7045449.23-P1P2_h5_Top5	TADA2B	748	1232	640	469	853	169
FGF22_-_639915.23-P1P2_h5_Top5	FGF22	831	1552	902	601	840	268
RFC2_+_73668516.23-P1P2_h5_Top5	RFC2	161	111	116	121	175	26
DDX50_+_70661089.23-P1P2_h5_Top5	DDX50	2005	3348	1960	1409	1987	588
HIST1H2BD_-_26158815.23-P1P2_h5_Top5	HIST1H2BD	635	1066	586	438	649	155
ECD_-_74927754.23-P1P2_h5_Top5	ECD	363	418	212	321	381	78
RFX5_+_151319328.23-P1P2_h5_Top5	RFX5	1582	2724	1472	1306	1567	406
LHX9_+_197886911.23-P1P2_h5_Top5	LHX9	798	1174	644	483	1037	194
ZNF17_+_57922534.23-P1P2_h5_Top5	ZNF17	117	189	198	37	104	49
ZNF326_-_90460737.23-P1P2_h5_Top5	ZNF326	2109	2735	1782	1545	1963	482
BBX_+_107241894.23-P1P2_h5_Top5	BBX	4235	4513	3172	3231	4109	943
IRX2_+_2751584.23-P1P2_h5_Top5	IRX2	1597	3034	1133	1156	1974	468
CSTF2_-_100075408.23-P1P2_h5_Top5	CSTF2	1125	1430	894	854	1022	315
LMO4_+_87794587.23-P1P2_h5_Top5	LMO4	1378	2077	1042	1034	1358	318
RBM10_+_47004715.23-P1P2_h5_Top5	RBM10	1577	2143	1089	1688	1770	442
FAM83B_-_54711763.23-P1P2_h5_Top5	FAM83B	2661	4157	2060	1859	2437	610
RBM15B_+_51430146.23-P2_h5_Top5	RBM15B	737	919	409	461	527	157
NANOS1_+_120789672.23-P1P2_h5_Top5	NANOS1	1955	3078	1810	1487	1646	509
SIN3B_-_16940250.23-P1P2_h5_Top5	SIN3B	1575	2142	1243	2001	2418	615
SRSF6_+_42086990.23-P1_h5_Top5	SRSF6	808	971	567	523	547	238
ANKRD16_-_5931445.23-P1P2_h5_Top5	ANKRD16	2026	2489	1046	1293	1659	383
ZNF157_-_47230001.23-ENST00000377073.3_h5_Top5	ZNF157	352	207	164	188	206	68
KRTAP5-9_-_71259582.23-ENST00000528743.2_h5_Top5	KRTAP5-9	1134	2028	1134	930	1268	349
ABRA_+_107782399.23-P1P2_h5_Top5	ABRA	2324	3470	2223	1604	2550	556
ZFP28_-_57050396.23-P1P2_h5_Top5	ZFP28	1244	1731	986	981	1222	271
GTF3C3_+_197663946.23-P1P2_h5_Top5	GTF3C3	398	827	608	352	538	172
RMI2_+_11439391.23-P1P2_h5_Top5	RMI2	1929	3761	1814	1688	1994	489
MED21_-_27175518.23-P1P2_h5_Top5	MED21	225	129	155	105	136	45
ZNF580_-_56152860.23-P1_h5_Top5	ZNF580	838	1881	797	539	1021	243
TOP3B_+_22337082.23-P1P2_h5_Top5	TOP3B	2568	3327	1990	1963	2763	700
TCEAL8_+_102509930.23-P1P2_h5_Top5	TCEAL8	4158	5485	2711	2435	4001	885
non-targeting_01226_h5_Top5	non-targeting	3047	3804	2068	1911	2578	567
ZNF620_-_40547640.23-P1P2_h5_Top5	ZNF620	1508	1794	1230	966	1272	361
ZNF169_-_97021666.23-P1P2_h5_Top5	ZNF169	2526	3645	1740	1877	2279	510
NUFIP2_+_27621073.23-P1P2_h5_Top5	NUFIP2	377	1053	545	202	493	77
ANKRD34B_+_79865888.23-P1_h5_Top5	ANKRD34B	1298	1716	859	935	1092	223
SIGIRR_+_406623.23-P1_h5_Top5	SIGIRR	3534	5207	2473	2223	3595	788
non-targeting_01087_h5_Top5	non-targeting	1760	2731	1550	1295	1979	502
ANKRD32_+_93954432.23-P1P2_h5_Top5	ANKRD32	1022	1749	880	677	1072	247
ZCCHC9_+_80597457.23-P1P2_h5_Top5	ZCCHC9	92	78	31	82	72	27
ANKRD34B_+_79864679.23-P2_h5_Top5	ANKRD34B	2153	3270	1864	1611	2205	493
ZNF813_+_53971361.23-P1P2_h5_Top5	ZNF813	2394	3516	1894	1624	2491	599
HIST1H1E_-_26156539.23-P1P2_h5_Top5	HIST1H1E	572	646	319	219	337	73
FAM170A_+_118965298.23-P1P2_h5_Top5	FAM170A	1531	1891	1028	1159	1207	359
MYRFL_-_70320416.23-ENST00000299350.4,ENST00000548892.1_h5_Top5	MYRFL	1123	1430	584	747	867	236
GNAT3_+_80141346.23-P1P2_h5_Top5	GNAT3	1926	3282	1766	1474	2153	562
TRMT11_-_126307722.23-P1P2_h5_Top5	TRMT11	1095	1781	752	852	1065	297
TBR1_-_162273317.23-P1P2_h5_Top5	TBR1	4039	6832	3527	3054	4567	969
ZNF561_-_9731890.23-P1P2_h5_Top5	ZNF561	3730	5975	2515	2400	3948	810
MED26_-_16738951.23-P1P2_h5_Top5	MED26	2349	2716	1548	1677	1981	565
TAF8_-_42018282.23-P1P2_h5_Top5	TAF8	1425	1589	1085	956	1283	387
ZNF707_-_144766700.23-P1P2_h5_Top5	ZNF707	689	1227	609	508	801	217
USF1_+_161015697.23-P1P2_h5_Top5	USF1	1397	1678	1140	701	906	281
SNRPF_+_96252943.23-P1P2_h5_Top5	SNRPF	249	206	144	152	259	40
ZNF347_-_53661831.23-P1P2_h5_Top5	ZNF347	2285	2914	1710	1415	2176	429
IRX2_-_2751383.23-P1P2_h5_Top5	IRX2	4870	5481	3534	3052	3816	997
AGO3_-_36396736.23-P1P2_h5_Top5	AGO3	2191	3033	2099	1725	2362	654
HIST2H3D_-_149785257.23-ENST00000331491.1_h5_Top5	HIST2H3D	556	1003	570	386	743	170
GEMIN6_-_39005409.23-P1P2_h5_Top5	GEMIN6	437	588	256	166	433	93
TAF4B_+_23806812.23-P1P2_h5_Top5	TAF4B	2187	2791	1503	1355	2175	386
TAF3_-_7860692.23-P1P2_h5_Top5	TAF3	332	624	294	296	477	98
EBNA1BP2_+_43637904.23-P1P2_h5_Top5	EBNA1BP2	549	720	443	568	462	101
KLF13_+_31619456.23-P1P2_h5_Top5	KLF13	2085	3067	1462	1481	1875	436
SRSF1_-_56084638.23-P1P2_h5_Top5	SRSF1	21	62	42	60	26	35
ZHX3_+_39946310.23-P1P2_h5_Top5	ZHX3	3831	5217	2964	2491	3162	838
MSL2_+_135915144.23-P1P2_h5_Top5	MSL2	3314	4168	2748	1864	2807	660
ALX4_-_44331556.23-P1P2_h5_Top5	ALX4	1735	2787	1347	1202	1855	467
LIN28A_-_26737718.23-P1P2_h5_Top5	LIN28A	133	379	150	92	189	58
THAP2_+_72058201.23-P2_h5_Top5	THAP2	1493	1915	1247	922	1394	363
non-targeting_01082_h5_Top5	non-targeting	774	1417	819	677	977	240
ZNF33A_-_38300047.23-P1P2_h5_Top5	ZNF33A	2247	3478	1724	1623	2338	515
ZNF845_+_53837446.23-P1P2_h5_Top5	ZNF845	2036	3082	1504	1335	2099	471
SUN3_+_48039446.23-P1_h5_Top5	SUN3	1069	1740	1228	933	1472	341
MTA1_+_105886406.23-P1P2_h5_Top5	MTA1	3463	4618	2513	2055	3307	792
LIN54_-_83933955.23-P1_h5_Top5	LIN54	561	932	605	409	630	149
